iter	Logloss
892	0.1405340674
893	0.1405316482
894	0.1405205188
895	0.1405140339
896	0.1405038682
897	0.1404915518
898	0.1404805637
899	0.1404712691
900	0.1404651162
901	0.1404544378
902	0.1404421258
903	0.1404350633
904	0.1404062371
905	0.1403974232
906	0.1403893464
907	0.1403766201
908	0.1403619776
909	0.140355945
910	0.1403452052
911	0.140336552
912	0.1403137197
913	0.1402920961
914	0.140285385
915	0.1402793338
916	0.1402706353
917	0.1402625867
918	0.1402574322
919	0.1402491213
920	0.1402396434
921	0.1402307092
922	0.1402216939
923	0.1402155604
924	0.1402100392
925	0.140203319
